Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc
01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2315,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),26,F,C,735,NIGHT CLUB (OPEN EVENINGS ONLY)
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1900,1,Central,210,ROBBERY,64,M,H,102,SIDEWALK
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31,F,B,123,PARKING UNDERGROUND/BUILDING
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1915,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,O,122,"VEHICLE, PASSENGER/TRUCK"
10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2010,8,West LA,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,W,101,STREET
01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),25,F,F,207,BAR/COCKTAIL/NIGHTCLUB
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,1,Central,510,VEHICLE - STOLEN,0,,,108,PARKING LOT
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1010,1,Central,624,BATTERY - SIMPLE ASSAULT,28,M,H,102,SIDEWALK
10/25/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1800,8,West LA,310,BURGLARY,33,M,O,501,SINGLE FAMILY DWELLING
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1430,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",75,M,B,102,SIDEWALK
12/06/2021 12:00:00 AM,09/20/2020 12:00:00 AM,1200,16,Foothill,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,151,TOW YARD*
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,747,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,1,Central,623,BATTERY POLICE (SIMPLE),0,X,X,753,DETENTION/JAIL FACILITY
01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2145,1,Central,330,BURGLARY FROM VEHICLE,0,M,B,101,STREET
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1840,1,Central,330,BURGLARY FROM VEHICLE,30,F,A,101,STREET
07/23/2020 12:00:00 AM,05/15/2020 12:00:00 AM,800,8,West LA,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),28,M,W,101,STREET
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,30,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1945,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,M,H,101,STREET
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2130,1,Central,210,ROBBERY,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC)
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2120,1,Central,350,"THEFT, PERSON",35,F,W,102,SIDEWALK
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1717,1,Central,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,28,F,H,102,SIDEWALK
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,519,1,Central,888,TRESPASSING,19,M,W,834,LA UNION STATION (NOT LINE SPECIFIC)
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2330,1,Central,624,BATTERY - SIMPLE ASSAULT,43,F,B,710,OTHER PREMISE
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,145,1,Central,888,TRESPASSING,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC)
02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2115,4,Hollenbeck,946,OTHER MISCELLANEOUS CRIME,12,F,H,501,SINGLE FAMILY DWELLING
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2030,1,Central,647,THROWING OBJECT AT MOVING VEHICLE,43,M,H,101,STREET
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,240,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),59,M,B,102,SIDEWALK
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2045,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),34,F,B,122,"VEHICLE, PASSENGER/TRUCK"
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2030,1,Central,310,BURGLARY,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,100,1,Central,330,BURGLARY FROM VEHICLE,37,M,B,108,PARKING LOT
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,101,STREET
07/22/2022 12:00:00 AM,05/12/2020 12:00:00 AM,1110,3,Southwest,354,THEFT OF IDENTITY,27,F,B,248,CELL PHONE STORE
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,755,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,X,X,102,SIDEWALK
01/08/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1025,8,West LA,940,EXTORTION,49,M,O,501,SINGLE FAMILY DWELLING
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,930,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,101,STREET
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,600,1,Central,330,BURGLARY FROM VEHICLE,43,F,W,123,PARKING UNDERGROUND/BUILDING
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,1,Central,624,BATTERY - SIMPLE ASSAULT,71,M,B,101,STREET
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1310,1,Central,624,BATTERY - SIMPLE ASSAULT,71,M,A,834,LA UNION STATION (NOT LINE SPECIFIC)
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1305,1,Central,510,VEHICLE - STOLEN,0,,,108,PARKING LOT
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1230,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),55,M,W,405,CLOTHING STORE
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1450,1,Central,330,BURGLARY FROM VEHICLE,19,F,W,101,STREET
01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1230,1,Central,330,BURGLARY FROM VEHICLE,68,F,W,101,STREET
01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1458,1,Central,354,THEFT OF IDENTITY,38,F,H,602,BANK
01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1830,1,Central,480,BIKE - STOLEN,48,M,B,801,MTA BUS
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1330,1,Central,624,BATTERY - SIMPLE ASSAULT,69,F,W,102,SIDEWALK
11/09/2021 12:00:00 AM,11/09/2020 12:00:00 AM,800,9,Van Nuys,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,F,H,501,SINGLE FAMILY DWELLING
12/20/2021 12:00:00 AM,02/13/2020 12:00:00 AM,1425,10,West Valley,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
11/20/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1550,7,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),26,M,H,203,OTHER BUSINESS
01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1300,1,Central,330,BURGLARY FROM VEHICLE,50,F,H,108,PARKING LOT
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2200,1,Central,624,BATTERY - SIMPLE ASSAULT,13,M,B,931,MTA - BLUE LINE - 7TH AND METRO CENTER
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,920,1,Central,662,"BUNCO, GRAND THEFT",61,M,H,203,OTHER BUSINESS
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2300,1,Central,510,VEHICLE - STOLEN,0,,,101,STREET
03/04/2020 12:00:00 AM,03/02/2020 12:00:00 AM,2130,11,Northeast,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,M,H,101,STREET
01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,26,M,W,108,PARKING LOT
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1930,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,26,F,H,403,DRUG STORE
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2100,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2230,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),45,M,H,404,DEPARTMENT STORE
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,100,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,F,H,122,"VEHICLE, PASSENGER/TRUCK"
07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2330,12,77th Street,624,BATTERY - SIMPLE ASSAULT,45,F,B,101,STREET
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1800,1,Central,330,BURGLARY FROM VEHICLE,24,M,W,101,STREET
12/08/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1100,6,Hollywood,922,CHILD STEALING,0,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,1,Central,888,TRESPASSING,0,M,W,203,OTHER BUSINESS
01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,955,1,Central,480,BIKE - STOLEN,50,M,W,102,SIDEWALK
01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,25,F,H,108,PARKING LOT
01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1400,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,402,MARKET
12/15/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2100,18,Southeast,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,33,M,A,101,STREET
01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,121,1,Central,330,BURGLARY FROM VEHICLE,53,M,B,108,PARKING LOT
01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2030,1,Central,330,BURGLARY FROM VEHICLE,38,F,W,101,STREET
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,100,1,Central,330,BURGLARY FROM VEHICLE,23,M,W,108,PARKING LOT
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,735,1,Central,624,BATTERY - SIMPLE ASSAULT,74,M,B,102,SIDEWALK
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,905,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,101,STREET
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,745,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,102,SIDEWALK
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,920,1,Central,624,BATTERY - SIMPLE ASSAULT,23,M,H,108,PARKING LOT
01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,400,1,Central,330,BURGLARY FROM VEHICLE,26,F,B,101,STREET
01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1300,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,116,OTHER/OUTSIDE
01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1940,1,Central,330,BURGLARY FROM VEHICLE,23,M,B,741,STAPLES CENTER *
11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,830,8,West LA,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,F,O,501,SINGLE FAMILY DWELLING
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1758,1,Central,480,BIKE - STOLEN,57,M,W,123,PARKING UNDERGROUND/BUILDING
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1020,1,Central,860,BATTERY WITH SEXUAL CONTACT,40,F,B,101,STREET
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1930,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),25,F,H,710,OTHER PREMISE
01/28/2022 12:00:00 AM,12/27/2020 12:00:00 AM,1200,4,Hollenbeck,946,OTHER MISCELLANEOUS CRIME,0,M,H,501,SINGLE FAMILY DWELLING
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1830,1,Central,888,TRESPASSING,34,F,B,404,DEPARTMENT STORE
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,900,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,W,101,STREET
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2130,1,Central,330,BURGLARY FROM VEHICLE,38,M,B,108,PARKING LOT
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1500,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,F,B,102,SIDEWALK
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,430,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,B,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)"
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,800,1,Central,624,BATTERY - SIMPLE ASSAULT,26,F,H,101,STREET
12/05/2020 12:00:00 AM,11/30/2020 12:00:00 AM,400,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,707,GARAGE/CARPORT
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2140,1,Central,220,ATTEMPTED ROBBERY,56,M,W,102,SIDEWALK
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,26,M,W,101,STREET
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2000,1,Central,625,OTHER ASSAULT,47,M,B,203,OTHER BUSINESS
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,315,1,Central,350,"THEFT, PERSON",29,F,H,123,PARKING UNDERGROUND/BUILDING
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,117,1,Central,755,BOMB SCARE,29,M,H,741,STAPLES CENTER *
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1917,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,404,DEPARTMENT STORE
01/25/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1700,10,West Valley,354,THEFT OF IDENTITY,45,F,W,203,OTHER BUSINESS
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,400,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2000,1,Central,510,VEHICLE - STOLEN,0,,,101,STREET
01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2020,1,Central,330,BURGLARY FROM VEHICLE,32,M,W,123,PARKING UNDERGROUND/BUILDING
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,100,1,Central,624,BATTERY - SIMPLE ASSAULT,30,M,W,102,SIDEWALK
01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1500,1,Central,624,BATTERY - SIMPLE ASSAULT,62,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1000,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),71,M,H,517,MISSIONS/SHELTERS
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,950,1,Central,624,BATTERY - SIMPLE ASSAULT,53,M,B,102,SIDEWALK
01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,510,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,M,B,122,"VEHICLE, PASSENGER/TRUCK"
05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1250,7,Wilshire,330,BURGLARY FROM VEHICLE,53,F,W,501,SINGLE FAMILY DWELLING
01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1753,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,O,118,CONSTRUCTION SITE
01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1730,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),49,M,A,210,RESTAURANT/FAST FOOD
01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,100,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),38,M,B,101,STREET
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,845,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,M,W,517,MISSIONS/SHELTERS
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1300,1,Central,761,BRANDISH WEAPON,43,M,H,118,CONSTRUCTION SITE
11/08/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1845,16,Foothill,354,THEFT OF IDENTITY,64,F,W,501,SINGLE FAMILY DWELLING
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,200,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),56,M,O,102,SIDEWALK
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,820,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,B,101,STREET
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,540,1,Central,330,BURGLARY FROM VEHICLE,30,M,B,101,STREET
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1600,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),35,M,A,203,OTHER BUSINESS
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1900,1,Central,510,VEHICLE - STOLEN,0,,,101,STREET
01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2350,1,Central,888,TRESPASSING,36,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1920,1,Central,310,BURGLARY,25,F,W,719,MEDICAL/DENTAL OFFICES
01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1630,1,Central,480,BIKE - STOLEN,67,M,W,210,RESTAURANT/FAST FOOD
01/09/2020 12:00:00 AM,01/06/2020 12:00:00 AM,800,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,M,W,102,SIDEWALK
12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,1810,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,B,108,PARKING LOT
01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1,1,Central,662,"BUNCO, GRAND THEFT",40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2330,10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,210,RESTAURANT/FAST FOOD
01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),59,F,A,834,LA UNION STATION (NOT LINE SPECIFIC)
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1750,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),34,M,B,403,DRUG STORE
01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2145,1,Central,624,BATTERY - SIMPLE ASSAULT,20,M,H,903,MTA - RED LINE - 7TH AND METRO CENTER
01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2200,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),69,F,A,501,SINGLE FAMILY DWELLING
01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,700,1,Central,480,BIKE - STOLEN,0,X,X,900,MTA - RED LINE - UNION STATION
01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2145,1,Central,946,OTHER MISCELLANEOUS CRIME,0,M,O,101,STREET
01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1555,1,Central,220,ATTEMPTED ROBBERY,58,F,W,900,MTA - RED LINE - UNION STATION
12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1530,3,Southwest,510,VEHICLE - STOLEN,0,,,101,STREET
01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,800,1,Central,330,BURGLARY FROM VEHICLE,33,F,H,123,PARKING UNDERGROUND/BUILDING
01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1930,1,Central,330,BURGLARY FROM VEHICLE,28,F,K,101,STREET
01/09/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1415,1,Central,330,BURGLARY FROM VEHICLE,31,M,B,707,GARAGE/CARPORT
01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1300,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38,M,C,102,SIDEWALK
01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,6,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,0,X,X,101,STREET
12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1700,2,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,W,101,STREET
05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1130,6,Hollywood,210,ROBBERY,0,X,X,401,MINI-MART
11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1030,3,Southwest,901,VIOLATION OF RESTRAINING ORDER,25,M,B,501,SINGLE FAMILY DWELLING
01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1015,1,Central,624,BATTERY - SIMPLE ASSAULT,34,F,H,202,LIQUOR STORE
01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,930,1,Central,946,OTHER MISCELLANEOUS CRIME,41,M,H,108,PARKING LOT
01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2330,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,F,O,244,TOBACCO SHOP
05/14/2020 12:00:00 AM,05/12/2020 12:00:00 AM,2100,2,Rampart,510,VEHICLE - STOLEN,0,,,101,STREET
